review_id,movie_id,summary,content,ground_truth_subjectivity,ground_truth_polarity,sarcasm_score,sarcasm_label,sarcasm_triggers
rw5085490,tt2250912,Spider-Man is back,Spider-Man homecoming beast movie I can't get enough of it,SUBJECTIVE,POSITIVE,0.0,not_sarcastic,
rw7666537,tt10872600,Spiderman's 57 years old idea at its best cinematic form,"Here we see a beautiful picture, one that is as large as it's grounded; it's insanely fantastical yet is deeply intimate and close; dancing smoothly between the edges of the humorous and the sad and the charming and the personal and the existential. It jumps around as its central character from the smallest simplest gestures of a 17-year-old to the most dangerous threats to what constitutes reality itself, then lands into what this whole trilogy of franchises really is ... a tender coming of age story.  Here we see a kid growing up, what makes him grow up, and why he needs to do so. This is an expertly externalized adorable contrast, similar to what is embedded into the origins of the character itself; the meeting of many, the young and youthful; the awkwardness of our old momentary school crushes and beginnings of romance; the flamboyant rage and the pinkish cravings to make sense of what's around and to embroid a sense of justice onto the world; then to be blessed/cursed with a true power to make a true palpable physically touchable difference, yet to experience the heaviness of the world and the impossibility of its rules, then only craving to escape back, but eventually to find out that growth is an eventuality, and that this young kid, as any young kid can be, is truly a hero, and that some of what constructs a hero are the clumsy journeys towards an honest confrontation with the self between its past and future. This is a picture that celebrates growth and is ever hopeful, despite its dread of loss, it necessitates it, making the statement that the would world continue to be, embracing the losses and deaths and the confrontations with the devils of the past as indeed a never-ending journey that has beauty and hope at its core. This is adulthood, and this movie speaks of that.  This picture is beautiful and fun, heavy and dark, sad and heartbreaking. It pays homage to moments that we grew up with, it doesn't lean too heavily on the nostalgic but embraces it smoothly into its essence, it feels natural and true. Here is without a doubt, the best installment of this series, and one of the heaviest emotional culmination of any huge franchise; one that is made cleverly with passion and love that is abundant, and despite a few mishaps here and there, it is all magical.",SUBJECTIVE,POSITIVE,0.0,not_sarcastic,
rw7666266,tt10872600,The Best Portrayal of Spider-Man In The MCU So Far,"As much as I think Tom Holland is a capable actor, I'd be lying if I didn't say that I've had some issues with his incarnation of Spider Man. He's always given great performances and he is undoubtably the most comic accurate version of the character but my recurring issue with Spider Man in the MCU is that he just never seems to be able to fully stand on his own. Both of his solo films heavily revolve around Tony Stark and in his other appearances he's been a smaller part in a larger whole. Despite all that however I was (like everyone) so excited for this film and the possibilities it could bring even if there was the risk of it relying too heavily on fan service and nostalgia as opposed to a solid story. But I have to say that this film really lived up to the hype and managed to use its fan service in the best possible manner to create for a film that was endlessly enjoyable, thrilling and surprisingly emotional.  As I said, I've had my issues with this version of Peter Parker but I have to say I think he's the best he's ever been in No Way Home. I really liked how Watts and the writers didn't simply brush over the consequences of the last film. They spend a great deal of time exploring Peters life in the wake of his identity being revealed to the world and it allows you to fully understand and sympathise with his predicament before any of the fan service elements kick in. While Doctor Strange plays a key role in the film I never felt as though the film was relying on him too much. He shows up more sporadically than I was expecting and I think that ultimately worked in the films favour as it never felt as though he was showing up any more than he needed to and I didn't think they sacrificed any moments for him that should've been more about Peter. The film also ended in a way that I wasn't expecting and it was surprisingly emotional. I didn't think they kept things status quo for his character and they left things of in a way that I'm more excited than ever to see where they go with his character next.  I think this film succeeds more with its characters than both of the previous Holland movies but also more than most MCU films. While Peter gets his own satisfying arc I also thought all the supporting characters got their own moments to shine. Aunt May has been a repeated source of missed opportunities in this trilogy for me but I think the character is the best she's been since the Raimi films. She gets a lot of intense, emotional scenes with Peter and actually plays a much larger part in the story than I was expecting. Her arc concludes in a very unexpected and emotional place that added a lot to this film beyond just being light and entertaining. Ned and MJ also get a lot to do in this film beyond just being funny sidekicks, their connection to Peter is what drives a lot of the story and again adds that extra layer of emotion that was sorely missing in Far From Home and quite a few other marvel films. A lot of other Spider Man films have been criticised for having too many villains and whole this film ran the risk of repeating that same mistake I ultimately felt they were all used fantastically. It's great to see so many of these actors returning to these roles and I loved that they included scenes of them interacting with one and other, they all had great chemistry and it was nice to see these vastly different characters bounced of each other. I think they all got their individual moments to shine but I do think some of them get lost in the shuffle a little bit, personally I'd like to have seen a little bit more time devoted to Sandman and Lizard.  I think one of the biggest praises I can give to this film is the excellent way in which it uses fan service. I think the film did a great job of first and foremost setting up a solid story first that lent itself to that fan service well. As a result none of it really stuck out at all and instead felt like a natural part of the story they were telling. As a long time spider man fan there were many obvious moments that gave me chills but also plenty of subtle ones I picked up on and I'm sure there's plenty more to find when I watch the film again.  I suppose one of my only issues with No Way Home is that it can feel a bit messy in places. The film's clearly trying to juggle a lot of plot points and characters and I think particularly the 2nd act can feel the most uneven. It just feels like it has to stall somewhat to set up all these returning characters and it did meander in places for me. I think the film also suffers from some of the recurring tropes that the MCU is known for, namely the massive use of humour that's become a staple of this franchise. I think it's because this film revolves around so many characters set up in other franchises, that some of these tropes don't always fit quite so smoothly and it does stick out as a bit forced in places. Having said that though it does use these tropes better than a lot of other marvel films and especially Far From Home which I thought sacrificed almost every single emotional or character moments for the sake of a joke.  I'm so glad that No Way Home lived up to my expectations. Tom Holland's version of Spider Man is better than he's ever been, the fan service is used in appropriate ways with a good story to support it, none of the supporting characters or villains feel wasted and it ends in such a well rounded, satisfying way. It's a bit messy in places and it could've dialled back on that typical marvel humour but that doesn't take away too much from a film that is just so much fan to watch with a surprising amount of emotion. For the first time I'm actually very excited to see where this version of the web slinger goes next.  9.0/10 - A (Phenomenal)",SUBJECTIVE,POSITIVE,0.125,not_sarcastic,all_caps_emphasis
rw2706941,tt0848228,Avengers invests in its characters depth.,"From the opening scene to the final seconds, Marvel's ""The Avengers"" is an action packed thrill ride that'll leave you begging for more. The overall storyline is nothing special, bad guy wants to rule the world using and alien army, but the true genius of Avengers lies in its execution. Joss Whedon moves the movie along at a pace that leaves the audience without a feeling of being rushed. The threat is quickly established, but a majority of the time is spent assembling the team. Though at first one is quick to point out that this tactic would lengthen the movie and draw things out in a bore, it is another credit to the directing/writing of Whedon. By slowly introducing each character we are better able to see each hero's personality bounce of the others in a sort of entertaining experiment that takes place right before our eyes.  A good super hero movie often hinges on its villain (""The Dark Knight's"" Joker), and it isn't an easy task to make the audience doubt the heroes' ability to come out on top. Especially when there are six of them, but Loki, played by Tom Hiddleston, acts the part to perfection. And speaking of acting, it would appear that the third time is in fact the charm as no one could have predicted the show stealing performance by Mark Ruffalo as the Hulk who succeeded where Eric Bana and Edward Norton could not. His role as the cool, calculating scientist with a touch of emotional instability, ""I'm always angry,"" was highly engaging. As for the rest of the cast, they benefited from the group dynamic. Each hero was the star of his own movie and when they come together their respective egos clash resulting in action such as the fight between Robert Downey Jr.'s Iron Man and Chris Hemsworth's Thor, or hilarity in the case of Iron Man calling Captain America, played by Chris Evans, ""Old Man.""  Amongst all the stars of the movie, there is still one more, the special effects. Delivering one the best action movies of the year could not be possible without serious CGI and Avengers delivers in outstanding fashion. From the ascension of S.H.I.E.L.D.'s mother ship to the moment the alien army's arrival in New York, the art department shows it has what it takes to compete with the likes of Michael Bay and Christopher Nolan. The Hulk is brought to life in astounding realism as well as the character many forget isn't real either, Iron Man.  As a whole there is little that can be said against Whedon's new masterpiece. The expectations of every comic book fan and superhero movie buff must have hung heavy on his shoulders. The buildup to this was unlike anything ever seen in Hollywood. Whedon, in his magnum opus, reveals himself to be the true hero of ""The Avengers.""",SUBJECTIVE,POSITIVE,0.875,sarcastic,"phrase:\bgenius\b, positive_negative_conflict, contrast_flip"
rw2609463,tt0848228,The ultimate super-hero movie,"It all led to this. Back story after back story of super heroes that included a billionaire- playboy-genius-arms merchant who invented a powered suit, a physicist whose accidental exposure to gamma radiation created a monster, a Norse God of Thunder who landed upon Earth and a patriotic soldier who froze through a generation after fighting a World War. These Marvel characters were approached by Nick Fury of S.H.I.E.L.D in post credit scenes to join him in an initiative that would form a team of superheroes who would protect the Earth from its nemesis. Director Joss Whedon manages to Assemble this team of distinct, combative and snappy heroes who pounce upon the opportunity to take each other down. So far, undermining the threat from Asgard.....  Essentially, as a sequel to 'Thor', The 'Avengers' revolves around the Tesseract, a cosmic cube that opens up portals and possesses unlimited energy. Evil brother Loki (Tom Hiddleston) arrives through the portal and steals the cube from S.H.I.E.L.D's headquarters, leaving trails of destruction and havoc. In a desperate attempt, Fury summons the Superheroes to save the day from Loki's malicious plans of dominance. It is then upon the film's most spectacular visual effect, (S.H.I.E.L.D's Aerial Aircraft carrier Base) where the Avengers Assemble. Within its confines is Loki's looming threat of destruction with an alien army, Doctor Banner's anger-management issue and the ever-confrontational Superheroes who yet have to come to terms with sharing a room and an objective. No sooner had they settled their issues, does the Alien army arrive through the portal opened by Loki over the Manhattan skies. The Avengers will need leadership, team-work and relentless power to overcome their countless enemies and hereon begins the absolute Mayhem that one would expect from such an assembly of heroes.   Reminiscent of the carnage of cities as seen in the 'Transformers' movies, Manhattan gets bombed, shot, smashed and almost nuked in the climax battle. But what makes Whedon's destruction unique is that it has our superheroes having fun while doing it. Stark's humor and Hulk's raw awesomeness will overpower the usual exploding and flying.   Captain America's disciplined, mature understanding also makes him an efficient leader. Chris Evans provides the composure to the Avengers' leader and while his gun-fist-shield defense is mediocre in comparison to the likes of his contemporaries, he does well in his stunts and brings credibility to his powers. Black Widow is played by the stunning Scarlett Johansson whose stealthy moves as a gymnast and effective use of martial arts give her a deceiving advantage. Hawkeye spends half his time on screen on Loki's side after he was hypnotized in the beginning. In the climactic battle, Jeremy Renner looks better when he is a part of the team and his Hawk-like precision with arrows is fun to watch in the midst of bigger powers. Chris Hemsworth was impressive as the Norse God of Thunder and he returns to correct his evil brother Loki. His confrontations with Ironman and The Hulk provide enormous entertainment while his place in the team with the inseparable Mjolinor is vital when combating the immortal villains. Mark Ruffalo proves to be an edgy, anxious yet intellectual Doctor Banner whose angry side is the film's most enjoyable action star. The Hulk smashes his way through his team-mates, through buildings, aliens, their transports and in what was perhaps the best scene of the film, through Loki's condescending remarks. Robert Downey Jr. makes a mega action movie fun to watch.  It's not that Ironman's screen time dominated The Avengers but if you've just had a hearty laugh, it was because Tony Stark said something. Beyond the entertainment value, Ironman delivers the awesomeness with his suit's super-cool evolution. The most striking feature too, is that Stark embraces the idea of the Avengers Initiative and understands the power their combined forces possess. Even with his ego, he values team-work to execute any plan. With such a mighty force to defend the planet, the villain had to be more powerful, cunning and deceiving in order to make the movie work. Tom Hiddleston does just that as Loki. With the malicious smile and unsympathetic attitude towards humans, he makes a villain we want to hate. Even though his staff is a separable weapon, it is his immortality that makes him formidable. Loki had to be ambitious, conniving and audacious to overcome the Earth in presence of the Avengers and Hiddleston adds that credibility to the Asgardian.   Joss Whedon takes his time in bringing the characters and plot together before heading into a full-blown battle. His other big achievement is balancing the screen times for each of the characters. Because of that, we realize that we are watching the Avengers and not just another superhero movie. Action and entertainment are abundant especially when these superheroes are confronting each other. Just as he builds up the tension, he introduces a character in heroic fashion thus giving us those cheering moments.  Certainly there are aspects that can see improvisation in future but for all the build-up, effort, time and big-budget that went into making the ultimate Super-Hero movie, The Avengers was well worth the wait and it smashes the hype in true Hulk style. No matter what format you watch it in, there's just a lot going on to notice technical details so be prepared for repeat viewing. One can't help but admire the initiative taken by Marvel a few years ago. With one idea of the Avengers, they created a gargantuan ecosystem in movies that will garner Billions of dollars for decades to come. Each of the super-heroes will have sequels and The Avengers of course, will return to save mankind from foes too powerful for our measly human forces. If that's a lot of sci-fi fantasy, we will gladly take all of it.  9.18 on a scale of 1-10.",SUBJECTIVE,POSITIVE,1.0,sarcastic,"phrase:\bof course\b, phrase:\bgenius\b, positive_negative_conflict, contrast_flip"
rw10725562,tt10676052,Comic book movies finally grow up,"Fantastic Four has always been a big lift. The characters, by design, are a real eclectic cast of archetypes. They finally felt like living, breathing humans and the underlying themes of raising a child in uncertain times struck all the right chords. They're finally making comic book movies for grown ups with mature writing & character sensibilities. I would have loved to see a little slower of a pace and got to spend more time with these characters, but was happy to see a bit of multi-dimensionality for each of them. I also found them very inspiring characterizations. They didn't always have the answers, but they kept trying and fighting. I really loved it and it's my favorite Marvel movie I've seen in a while.",SUBJECTIVE,POSITIVE,0.0,not_sarcastic,
rw10673163,tt10676052,Super Fantastic Summer Movie!,"The Fantastic 4: First Steps, was absolutely entertaining, and it was so much fun and it gave me a pretty good original Disney vibe from The Incredibles, because it was all about family and family always comes first.  Pedro Pascal (Mr. Fantastic), Vanessa Kirby (The Invisible Woman), Joseph Quinn (The Human Torch), and Ebon Moss-Bachrach (The Thing), did such a great job playing the new and the original improved Fantastic 4! Ralph Ineson was fantasticly Great as the voice of Galactus, and Julie Garner, did a beautiful job playing the Silver Surfer!  The director Matt Shakman, who made the TV show, WandaVision, did such a great job making his incredible version of the Fantastic 4, like another, and it was also like going back to the main cartoon TV series all over again! Now this is a Fantastic Summer movie to watch in Theaters!  9/10.",SUBJECTIVE,POSITIVE,0.0,not_sarcastic,
rw1891384,tt0800080,"Went in hopeful, came out pleased","Amazing movie, depicts the hulk more as beauty and the beast than the usual villainous more the heroic character in the past. Follows more of the original t.v. show with music, imagery and more life like than before. The CG was amazing it looked as if he was real with extreme muscle definition and all. The romantic side of the film was pleasantly kept to a minimum. Cameos, inside jokes and references were thrown in all over the place making it fun for comic book lovers and other movie goers. The movie has a slow start but it helps build the characters and one of the side female roles might confuse the audience. All in all i was expecting a great movie to put Ang Lee's flop to the past and this was a job well done.",SUBJECTIVE,POSITIVE,0.375,possible_sarcasm,phrase:\bas if\b
rw1962896,tt0800080,My Review,"Bruce Banner (Edward Norton) is on the lamb in South America after what happened to him in the original film. He had to leave his old life behind - including girlfriend Betty (Liv Tyler) - behind in the States. But the government, led by General Thaddeus Ross (William Hurt), hasn't forgotten him. He enlists the help of Major Emil Blonsky (Tim Roth) to track Banner down, and they find him in a small South American town.  Banner, who's been trying to research an antidote for his condition, has to turn into the Hulk again to escape and heads back home for a cure. Meanwhile, the government has been trying to replicate his DNA so they can create an army of supermen, and they use Blonsky as a test subject, and he becomes more and more evil, yearning for the power the Hulk has.  Years after the disastrous ""Hulk"" movie, they decided to try it again, and this time it was a success! Gone is the lame animations of the first Hulk, and now we're treated with even better - even darker - Hulk CGI. No longer can he leap across states in a single bound, but he's more human-sized, with tremendous power. Norton portrays Banner in a great way, and the overall animation of the Hulk and his nemesis is 100 times better than the original.",SUBJECTIVE,POSITIVE,0.125,not_sarcastic,all_caps_emphasis
rw9444406,tt10676048,Far more enjoyable than you'd be led to believe if you don't see it,"I'm not a particularly strong Marvel fan, and have only seen a select few films and certainly not followed any Disney+ series. Armed with only minor background knowledge of the existence of Ms Marvel, the movie was surprisingly easy to follow (in contrast to Dr Strange Multiverse of Madness which was the previous Marvel movie I saw).  This movie is less than 2 hours. Plenty of humour that in a way bridges a grown up hero with a younger generation. Brie Larson portrayed Captain Marvel perfectly. On one hand, one of the most powerful superheroes out there; on the other, just someone who is often misunderstood and could do with a hug and company. As Nick Fury says at one point, ""nobody cares more than Captain Marvel; and nobody get more grief for it either"".  For a rare change, I felt this could have done with being a bit longer to explore several points that were glossed over. Carol was clearly still wrestling with her lost memories and burying her emotions and need for companionship. Her reconciliation with Monica could definitely have been done it some more detail. And what of the Skrulls after saying they didn't need her? Did the Kree still think of her as Annihilator after what she did?  At the end of the day, everyone in the theatre seemed to have enjoyed it, and that's what you are looking for at the cinema right?",SUBJECTIVE,POSITIVE,0.125,not_sarcastic,multiple_question_marks
rw9601913,tt10676048,The Marvels Review,"Let me start by saying that I don't rate everything I see. It usually has to be really good - or really, REALLY bad. Then there are the times when the rating is so far off the mark that it really gets my gall. The current rating for this MCU outing is one of those times...  Before embarking on this super hero adventure, I watched Ms Marvel to help better understand one of The Marvels' main characters. So glad I did! Not only did it clarify who's who, the 6 part mini series was some of the best entertainment I've enjoyed of late. Ironically, I was 'driven' to rate it for the same reason I'm rating this as well.  Rather than bore you with a deep dive into the cinematic MCU's inability to correctly capture the spirit of the original comics (I never read them), or try to show off with an analysis of racial stereotyping and Hollywood's failure to address it (give me a break), I will tell you this about The Marvels: IT'S A LOT OF FUN!!!  The story is good.  The acting is good.  The special effects are FANTASTIC.  It really is top-notch entertainment for the whole family.  I never spoil, so I have to be careful with my formulation when discussing a scene about three quarters of the way into the film... Let's just say that it stems from a familiar 'cat' on the space station - and that it managed to provoke a genuine belly laugh from me.  Don't listen to the haters! This is a top MCU instalment that shouldn't be missed.",SUBJECTIVE,POSITIVE,0.5,possible_sarcasm,"positive_negative_conflict, exaggerated_punctuation, all_caps_emphasis"
rw11131808,tt0800369,A fish out of Asgard.,"Thor, the god of thunder, is banished to Earth, stripped of his powers, and forced to live in a strange world of mortals. As he struggles to adapt, he finds comfort with a small group of people, as his brother plots for control on his own world.  Kenneth Branagh directs with a Shakespearean touch, giving the story weight and gravitas while still allowing the film to breathe. Chris Hemsworth shines as Thor, balancing godlike presence with genuine curiosity and charm.  Seldom do you have a character equal to the title character in a movie, but as brilliant as Thor is, Loki is equally compelling. Credit to Tom Hiddleston for making him a complex character, working under his own moral code, leaving you unsure whether he's good or bad.  The humour is subtle, situational, and never undermines the drama, making the film accessible for non-die-hard Marvel fans. The special effects are top-notch, battle sequences are plentiful, and there's just enough heart to elevate the adventure beyond spectacle. Supporting performances from Anthony Hopkins and Idris Elba are excellent, adding gravitas without overshadowing the leads.  Standout moments include Thor's bewilderment in a hospital bed and his interactions with Jane Foster, which bring warmth and levity in equal measure. Overall, it's a genuinely uplifting and entertaining film - fun, entertaining, genuinely good.  9/10.",SUBJECTIVE,POSITIVE,0.875,sarcastic,"phrase:\bbrilliant\b, positive_negative_conflict, contrast_flip"
rw2558482,tt0800369,"Taking one of the seven basic plots, but making it apply to comic books, the real world, and beyond...","I feel that the sequel to this movie is almost destined to flop, if a deal can't be agreed that sees Kenneth Branagh return to direct.  ... Initially I thought handing him the job was a mistake, but after judging on the merits of the entire film, I'm confident that I totally understand the choice... Both he and one of his stars (Anthony Hopkins) know how to sell bombastic speeches and make them inspirational rather than hyperbolic. Some people don't understand the intrinsic link between Shakespeare and comic-books (numerous academics have stated that if Shakespeare were alive today, then in their opinion he would be writing serials/soap operas... )   If they don't get someone in charge who knows how to grace age-old themes with a light touch, then Thor 2 could well sink like a stone...   This is an epic in the truest sense of the word, just with CGI to fill in the story pockets that exist around the basic accomplishment of goals... If the technology had existed to create awe-inspiring sights using machinery, then it's not unreasonable to think that the storytellers of their time would have used them... Good old fashioned grand conflict never changes, though, and Branagh seems to have an instinctive understanding of this principle.",SUBJECTIVE,POSITIVE,0.0,not_sarcastic,
rw8319776,tt10648342,"Great story, direction and screenplay","I have been a huge Marvel fan for so many years and I wonder why this great movie has so many negative reviews. Though, I feel Thor: Ragnarok is better than this one, but still, it is a very good movie to watch. Chris Hemsworth was just amazing as usual. Natalie Portman and Tessa Thompson played nice supporting roles. I also liked Taika Waititi's voice (Voice of Korg). Christian Bale just nailed it with his action. Let me also mention that the movie's soundtrack was really cool. This movie is surely going to be a great success in the Box Office.",SUBJECTIVE,POSITIVE,0.0,not_sarcastic,
rw8352988,tt10648342,Why the bad reviews?,"I don't know what people want can never be happy. Was a great movie has action, humor, and emotional at times. It's a marvel movie supposed to be a popcorn entertainer and it was. People out here acting like it supposed to win an Oscar. I give it a 9 for what it's supposed to be. Would definitely watch it again and Is still one of the best marvel movies to date.",SUBJECTIVE,POSITIVE,0.0,not_sarcastic,
rw8387148,tt3501632,Thor ragnorok,"This movie was legendary, so many great scenes, the CG was pretty good, this movie got me so excited, this is by far the best Thor movie to ever Exist, I absolutely loved it.",SUBJECTIVE,POSITIVE,0.0,not_sarcastic,
rw3851129,tt3501632,By far MCU's best standalone movie. And Yes THOR RAGNA-ROCKS.,"Thor: Ragnarok wastes no time cranking up its camp factor, which continues as he endures a ""prepare for the world's end"" rant from the massive demon Surtur. Thor repeatedly asks Surtur to pause his rant because he's slowly spinning around while hanging from a mess of chains. ""I feel like we had something there,"" Thor says while waiting for eye contact to return. The story is truly serious and great, the fun moments are tons! The cinematography of action scenes is just unrealistic good. Hela is one of the best MCU villain so far! Cate Blanchett just killing in it in this role. She looks sexy, furious and also got her arc in the movie, which is big step, thinking about previous Thor movies. Hulk got so many epic moments, that I just can't count. Valkyrie fits perfectly in the new ""Revengers"" team such a good actress. Loki is fan favorite again! Every moment with Tom Hiddleston on screen is awesome. Cate Blanchett just nails her role as the goddess of death. She is the show stealer, her attitude her walk everything is just perfect. The fight scenes are just amazing. The CGI in those scenes are perfect. Humor in this movie is just marvelous. The last scene which displays the Thor force was icing on the cake. Believe me I am big DC fan but this movie is just mind blowing.   Under the direction of New Zealand director, Taiki Waititi, Thor: Ragnarok is Marvel's most audacious film in their cinematic universe to date. Not only does it supersede the previous Thor films, but does so in the funniest and entertaining of ways. By far the most unorthodox character change within the Marvel universe, the new direction for Thor is pleasantly unique and sought-after, filled with Waititi's trademark humor and exuberance from start to finish. However, Thor: Ragnarok is more than just a comedic act.Â  This movie is MCU's finest stand alone movie.",SUBJECTIVE,POSITIVE,0.625,sarcastic,"positive_negative_conflict, contrast_flip, all_caps_emphasis"
rw2908591,tt1981115,A Marvel Masterpiece,"Having watched Thor and The Avengers I was curious to see what they would come up with in Thor: The Dark World. Having watched the movie I can only say, the filmmakers did not disappoint. Thor: The Dark World is an epic, action-filled roller-coaster ride from the beginning to the very end. The film does not take itself too serious which is why the story works so well and is such fun to watch. After now three movies Chris Hemsworth and Tom Hiddleston seem to live and breath their characters and Hiddleston once more steals the show as Loki. For me, Thor: The Dark World is one of Marvel's masterpieces and I am already looking forward to a third movie!",SUBJECTIVE,POSITIVE,0.0,not_sarcastic,
rw2896320,tt1981115,A good entry into the Marvel Universe,"Having just watched a premier screening, I am delighted to come away from the cinema to write a positive review. Thor Dark World is a spectacular special effect driven film, much of which is set in Asguard.  I was worried that including Loki yet again might become a little repetitive, but in this film he excels as a great character, I only hope however that they don't overdue his presence in the Marvel Universe. How many times can this guy come back from the dead?  There isn't as much character development as the first film, and Thor's friends are nowhere near as interesting as the Avengers. I guess they simply needed these characters to all remain as they were so as to keep continuity within the Marvel universe, but its noticeable how little impact the storyline will have on anybody.  The armies of Asguard were noticeably lacking in fire-power and weapons (even though they have an armoury), which is made even more evident when an entire guard division bring knives to a laser-gun fight. Their turrents were the only defense they had against an Ariel assault and proved to be practically useless. You would expect them to be better prepared.  The healing powers of Thor, Jane, and even a smashed alien space-craft become a bit of a running joke as well. But at least they get hurt, even if it only takes them a scene to heal. And if smashing every column holding up a building is still not enough to take it down I'm not sure what will be.   Christopher Eccleston played a competent bad guy, although his intentions for what he was doing was still unclear as to why. Its simple to say he was insane and just wanted to kill everybody, but when a threat of that magnitude appears and planetary alignments are in effect, you expect half the Universe to show up and stop him or take advantage of the situation, or come looking to take the power for themselves. I also expected to see the entire army of Asguard come to help out at the end like they apparently did in the past. Not just Thor who appears there by mistake.  The scientist with the miraculous plot saving devise is also a little hard fetch to take in, especially when he creates a remote control for cosmic anomalies. Along with Loki's illusion power which also serves as a convenient plot-saving devise at times. I'm willing to overlook these but there's no denying what they are.   Overall its a good enjoyable superhero movie, which you will want to watch several times and is a decent entry into the Marvel Universe.  P.S. Watch it in 2D, The 3D added little of worth.",SUBJECTIVE,POSITIVE,0.5,possible_sarcasm,"positive_negative_conflict, contrast_flip"
rw10570931,tt20969586,Wow wasn't that expecting that!,"Wow I gotta say after the consistent flops that Marvel has had in previous years after the huge success of Endgame this movie is the closest we've gotten to an actual Avengers level movie.  The casting has great chemistry with each other. And the combination of all the different in verse personalities is really what sets this movie up for success. The story is more relatable than you would expect given it's a superhero movie. Bringing in aspects as common as alcohol abuse, loneliness, and abuse. It kinda ends up feeling like it's one big redemption arc story. My only complaint is that we didn't get a true introspection into all the characters but that's understandable.  The action was great, the fight scenes didn't hold back. And the biggest thing I have appreciation for is how they didn't nerf Sentry's character. And I think that's putting things lightly without giving any spoilers. This is more of the direction I expected Thor: Love & Thunder to take. Hopefully we continue getting more Marvel movies of this magnitude in the future.  Overall I'm impressed.",SUBJECTIVE,POSITIVE,0.375,possible_sarcasm,phrase:\bwow\b
rw10615426,tt20969586,Renegades with Soul: The MCU's Most Human Comeback,"Marvel had been searching for something to bring the spark back. Thunderbolts doesn't reinvent the wheel, but it delivers a much-needed breath of fresh air. Far from endless multiverse chaos and digital spectacle, the spotlight here is on the characters-damaged, complex, and deeply human. Watching them coexist, stumble, and grow is what makes it all work.  Florence Pugh shines with a magnetic performance, and her chemistry with Lewis Pullman gives life to a pairing that's as unexpected as it is endearing. The whole team feels like a bunch of misfits whose emotional clumsiness makes them more believable than most traditional heroes.  The film doesn't shy away from action or humor, but avoids cheap laughs and pointless climaxes. There's drama, vulnerability, and moments of well-measured levity. Its take on mental health, loneliness, and redemption may lack subtlety at times-but it's genuine and welcome.  Not everything lands. Some secondary characters could've used more development, and the third act dips into predictability. But overall, it leaves a warm feeling-like you've just watched something that dares to care.  Thunderbolts is fun, energetic, and unexpectedly moving. It's not a revolution, but it's a clear sign of change. And for the first time in a while, it makes you want to keep watching.",SUBJECTIVE,POSITIVE,0.0,not_sarcastic,
